#chromosome	start	end	crest	length	tcnNbrOfLoci	tcnMean	tcnNbrOfSNPs	tcnNbrOfHets	dhNbrOfLoci	map	dhMax	cluster	neighbour	distDH	errorSNP	distTcn	errorLength	totalError	minStart	maxStart	minStop	maxStop	area	peaks	meanCovT	meanCovB	tcnMeanRaw	AF	BAF	dhMean	c1Mean	c2Mean	A	B	genotype	TCN	CNA.type
10	118126957	118127138	ITX	182	3	3.47549557	3	0	0	mappable	NA	NA	NA	NA	Inf	0.61645432682	0.26638981	Inf	118126957	118126971	118127052	118127138	NA	missing	1186463.30	NA	1.4977000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
10	118127139	118127843	DUP	705	6	3.47549557	6	0	3	mappable	NA	NA	NA	NA	Inf	0.61645432682	0.21138343	Inf	118127139	118127160	118127790	118127843	NA	missing	1186463.30	NA	1.4977000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
10	118127844	129500013	INV	11372172	167854	2.16958046	167173	7841	40906	mappable	0.06845000	8	NA	0.001745273644	0.00011734335	0.04674134768	0.08532786	0.08544520	118127844	118127931	129499875	129500013	0.16939268	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
10	129500014	129509991	NA	9978	210	1.92355540	209	1	60	mappable	0.14754098	4	NA	0.005288852211	0.50000000000	0.03744567318	0.15055100	0.65055100	129500014	129500152	129509974	129509991	NA	missing	634797.79	33.2302685	0.8406149	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
10	129509992	135439925	NA	5929936	102872	2.02648247	102049	5881	23851	mappable	0.06845000	1	edge	0.000415368011	0.00014918693	0.01521851338	0.08889053	0.08903971	129509992	129510009	135439925	135439925	0.19996393	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
11	190010	1969990	NA	1779982	25153	2.96483474	24854	1512	5231	mappable	0.32963676	3	edge	0.260261957924	0.00055218112	0.40371872470	0.09632319	0.09687537	190010	190010	1969967	1970013	0.93127904	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	1969990	2060038	NA	90049	1538	3.09211372	1531	112	326	mappable	0.33674090	9	NA	0.270211402272	0.00840336134	0.43235432682	0.12151833	0.12992169	1969967	1970013	2059997	2060038	0.91765635	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	2060039	2109915	NA	49877	786	2.75631052	786	47	190	mappable	0.34389968	NA	NA	0.275418041810	0.02127659574	0.31195432682	0.12815512	0.14943172	2060039	2060080	2109806	2109915	0.97175522	2	884261.61	58.6673568	1.1932000	32.34763	0.6671299	0.33425971	0.917493477	1.8388170	2	1	2:1	3	DUP
11	2109916	2239996	NA	130081	2257	3.09211372	2239	110	443	mappable	0.37387329	9	NA	0.307876480066	0.00781250000	0.42475432682	0.11772288	0.12553538	2109916	2110025	2239986	2239996	0.91842299	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	2239997	3520037	NA	1280042	18525	2.96483474	18384	1298	4131	mappable	0.33467911	3	NA	0.267111831233	0.00069492703	0.37886441589	0.09858161	0.09927654	2239997	2240007	3409994	3630080	0.94793762	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	3520037	5420047	NA	1900011	28462	3.09211372	28261	1478	7136	mappable	0.33737500	9	NA	0.265565159546	0.00059559261	0.45616379558	0.09588842	0.09648401	3409994	3630080	5419946	5420148	0.94062973	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	5420047	22140009	NA	16719963	238933	2.96483474	237925	12736	59500	mappable	0.33300000	3	NA	0.264520708889	0.00007275902	0.42729295648	0.08335046	0.08342322	5419946	5420148	22139977	22140009	0.94387797	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	22140010	22160033	NA	20024	360	3.09211372	360	37	86	mappable	0.31725973	9	NA	0.248778093532	0.02702702703	0.48795432682	0.13996347	0.16699050	22140010	22140042	22159901	22160165	0.93184573	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	22160033	31819351	NA	9659319	140692	2.96483474	140013	6883	36454	mappable	0.32532500	3	NA	0.256843360408	0.00013224015	0.42815432682	0.08619393	0.08632617	22159901	22160165	31819335	31819351	0.96021795	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	31819352	33390027	NA	1570676	20812	3.09211372	20689	1299	5259	mappable	0.34094613	9	NA	0.274311397991	0.00070323488	0.43866146693	0.09716778	0.09787102	31819352	31819368	33389975	33390027	0.96656741	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	33390028	33400047	NA	10020	129	3.51800921	129	16	29	mappable	0.45095722	6	NA	0.382475582221	0.06250000000	0.64845432682	0.15048235	0.21298235	33390028	33390080	33399991	33400103	NA	missing	1191338.36	89.0097562	1.5157001	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
11	33400047	37119733	NA	3719687	57417	2.96483474	57184	2943	13985	mappable	0.33240000	3	NA	0.263693360408	0.00031486146	0.42415432682	0.09163068	0.09194554	33399991	33400103	37119730	37119733	0.96126759	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	37119734	48351085	CTX	11231354	156803	2.96483474	156266	6680	40036	mappable	0.32863056	3	NA	0.262691335294	0.00013856173	0.42892539816	0.08539335	0.08553191	37119734	37119871	48351078	48351085	0.95114913	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	48351086	48899996	NA	548912	3715	3.09211372	3706	19	215	mappable	0.36703406	9	NA	0.299560862376	0.03571428571	0.51435432682	0.10489759	0.14061187	48351086	48351093	48899996	48899996	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
11	48899997	50170092	NA	1270096	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.09863632	Inf	48899997	48899997	50170092	50170092	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
11	50170093	50660091	NA	490000	9505	3.09211372	9466	738	2766	mappable	0.31537572	9	NA	0.244931737441	0.00128700129	0.44662027106	0.10580655	0.10709355	50170093	50170093	50649997	50660091	0.94768491	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	51340026	51579984	NA	239959	1730	3.32953289	1705	11	538	mappable	0.29341190	NA	NA	0.227203453147	0.02777777778	0.55465432682	0.11190421	0.13968199	51340026	51340061	51579984	51579984	NA	missing	1153371.81	76.2559872	1.4359000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
11	54792817	55310049	NA	517234	9394	3.09211372	9375	207	2780	mappable	0.32672424	9	NA	0.254182189672	0.00442477876	0.45911228935	0.10537154	0.10979632	54792817	54792817	55309991	55310107	0.98189155	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
11	55310049	69390026	NA	14079978	172118	2.96483474	171370	5805	42161	mappable	0.32578462	3	NA	0.256843360408	0.00015260186	0.42055432682	0.08422066	0.08437326	55309991	55310107	69389969	69390026	0.95029135	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	69390027	69435029	NA	45003	732	2.71828464	732	1	204	mappable	0.09090909	NA	NA	0.022427451317	1.00000000000	0.29585432682	0.12938507	1.12938507	69390027	69390084	69429994	69440064	NA	missing	920047.16	50.1843908	1.1771000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
11	69435029	73295002	NA	3859974	48546	2.96483474	48377	1759	11425	mappable	0.33106268	3	NA	0.263693360408	0.00051867220	0.40215432682	0.09140701	0.09192568	69429994	69440064	73289993	73300011	0.95504340	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	73295002	73604950	NA	309949	3218	3.09211372	3214	22	833	mappable	0.29165121	9	NA	0.229658250223	0.03846153846	0.50985432682	0.10963908	0.14810062	73289993	73300011	73599823	73604950	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
11	73604951	78073427	NA	4468477	59249	2.96483474	58963	2877	14491	mappable	0.32532500	3	NA	0.256843360408	0.00031615555	0.41965432682	0.09053317	0.09084932	73604951	73610078	78073423	78073427	0.96113439	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
11	78073428	78079947	CTX	6520	86	2.04515577	86	5	29	mappable	0.91086717	NA	NA	0.842385526307	0.20000000000	0.01085432682	0.15784502	0.35784502	78073428	78073475	78079853	78080041	NA	missing	696868.60	66.2025170	0.8921000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
11	78079947	89349940	NA	11269994	162491	1.03231837	161977	7100	41932	mappable	0.94182500	2	NA	0.873343360408	0.00013133701	0.42224567318	0.08537528	0.08550662	78079853	78080041	89349940	89349940	0.95457652	2	361163.57	34.9893961	0.4632688	34.02873	0.9968863	0.99377256	0.003214349	1.0291040	1	0	1:0	1	DEL;LOH
11	89850037	134939862	NA	45089834	664940	1.03231837	662436	31154	167845	mappable	0.94525000	2	edge	0.875432075520	0.00002971592	0.42374136858	0.07865872	0.07868843	89850037	89850037	134939862	134939862	0.96193928	2	361163.57	34.9893961	0.4632688	34.02873	0.9968863	0.99377256	0.003214349	1.0291040	1	0	1:0	1	DEL;LOH
12	160107	3849991	NA	3689885	56391	2.96483474	55991	2600	13524	mappable	0.32464452	3	edge	0.256843360408	0.00033333333	0.41415432682	0.09167943	0.09201276	160107	160107	3849973	3849991	0.91270312	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	3849992	3890035	NA	40044	698	3.22206845	689	0	176	mappable	NA	NA	NA	0.111930764988	0.11111111111	0.50915432682	0.13081045	0.24192156	3849992	3850010	3889982	3890088	NA	missing	1042652.54	NA	1.3904000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	3890035	4960008	NA	1069974	15860	2.96483474	15780	881	3895	mappable	0.32427684	3	NA	0.255900503265	0.00104058273	0.43045432682	0.09985449	0.10089507	3889982	3890088	4959993	4960023	0.94337643	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	4960008	4969981	NA	9974	137	3.36897588	137	0	36	mappable	NA	NA	NA	NA	Inf	0.57135432682	0.15055755	Inf	4959993	4960023	4969943	4970019	NA	missing	1017255.60	NA	1.4526000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	4969981	6019979	NA	1049999	16347	2.96483474	16269	917	4023	mappable	0.33175644	3	NA	0.264734038374	0.00100502513	0.39005432682	0.09999022	0.10099524	4969943	4970019	6019936	6019979	0.93224850	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	6019980	8189948	NA	2169970	23022	3.09211372	22848	1382	5462	mappable	0.32052079	9	NA	0.247517066606	0.00064267352	0.44594181705	0.09501529	0.09565796	6019980	6020023	8189880	8189948	0.92577306	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
12	8189949	19410074	NA	11220126	148822	2.96483474	148261	5996	38196	mappable	0.31731250	3	NA	0.249729748330	0.00015250877	0.42222314930	0.08539861	0.08555112	8189949	8190017	19409977	19410171	0.95229528	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	19410074	21210002	NA	1799929	27280	3.09211372	27154	1619	6915	mappable	0.31980887	9	NA	0.249645997607	0.00057306590	0.44081687814	0.09624867	0.09682173	19409977	19410171	21209991	21210013	0.89068657	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
12	21210002	34819969	NA	13609970	189283	2.96483474	188490	10387	48502	mappable	0.32446731	3	NA	0.255012571809	0.00008944544	0.41079547156	0.08439474	0.08448418	21209991	21210013	34819969	34819969	0.94873678	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	38000003	38089984	NA	89982	3584	2.96483474	3492	25	1225	mappable	0.33155890	3	NA	0.222043280609	0.00854700855	0.41735432682	0.12152626	0.13007327	38000003	38000003	38089967	38090001	NA	missing	1004421.01	66.2942800	1.2814883	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	38089984	38139985	NA	50002	1752	3.09211372	1712	12	611	mappable	0.37997210	9	NA	0.241866339552	0.01923076923	0.50455432682	0.12812548	0.14735624	38089967	38090001	38139970	38140000	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	38139985	41387611	NA	3247628	48901	2.96483474	48684	2892	13204	mappable	0.33560000	3	NA	0.265442994343	0.00032164683	0.41333664211	0.09246009	0.09278173	38139970	38140000	41387519	41387611	0.97506460	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	41387612	41396535	CTX	8924	122	3.51800921	112	0	38	mappable	NA	6	NA	0.403217553956	0.10000000000	0.67915432682	0.15239866	0.25239866	41387612	41387655	41396516	41396535	NA	missing	1191338.36	NA	1.5157001	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	41396536	41396877	ITX	342	15	3.74214907	15	0	3	mappable	NA	NA	NA	NA	Inf	0.72935432682	0.23759029	Inf	41396536	41396551	41396877	41396877	NA	missing	1274723.80	NA	1.6106000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	41396878	54110001	DEL	12713124	161474	2.96483474	160799	7810	40592	mappable	0.33346136	3	NA	0.263693360408	0.00011786893	0.40995432682	0.08474643	0.08486430	41396878	41396914	54109980	54110022	0.95879641	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	54110001	54130002	NA	20002	295	2.78772320	295	0	100	mappable	NA	NA	NA	NA	Inf	0.32525432682	0.13997901	Inf	54109980	54110022	54129928	54130002	NA	missing	944809.07	NA	1.2065000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	54130003	58100017	NA	3970015	43717	2.96483474	43532	1538	11140	mappable	0.32461429	3	NA	0.254953654526	0.00058038305	0.41415432682	0.09123791	0.09181829	54130003	54130077	58099976	58100058	0.94702129	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	58100017	58150055	NA	50039	693	3.09211372	693	9	169	mappable	0.38217034	9	NA	0.313688697258	0.11111111111	0.48345432682	0.12811672	0.23922783	58099976	58100058	58149964	58150146	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	58150055	62120020	NA	3969966	56343	2.96483474	56102	2962	14596	mappable	0.34324525	3	NA	0.274168360408	0.00031220731	0.41415432682	0.09123798	0.09155019	58149964	58150146	62119937	62120103	0.95368489	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	62120020	62129949	NA	9930	151	3.25773247	147	19	33	mappable	0.40213182	NA	NA	0.347963814953	0.04347826087	0.52425432682	0.15062988	0.19410814	62119937	62120103	62129899	62129949	NA	missing	1038418.30	71.2640010	1.4055000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	62129950	69499995	NA	7370046	96362	2.96483474	96088	4149	24985	mappable	0.33581875	3	NA	0.267118360408	0.00022609089	0.39895432682	0.08766838	0.08789447	62129950	62130000	69499899	69499995	0.95108308	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	69499996	69509921	NA	9926	224	3.09211372	216	34	39	mappable	0.36295026	9	NA	0.305136564292	0.02380952381	0.49895432682	0.15063648	0.17444600	69499996	69500092	69509795	69510047	0.99757446	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
12	69509921	87307161	NA	17797241	243694	2.96483474	242902	9823	64080	mappable	0.33902500	3	NA	0.270543360408	0.00009420631	0.40455432682	0.08303872	0.08313292	69509795	69510047	87307078	87307161	0.96233855	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	87307162	87332293	CTX	25132	205	3.85740763	205	0	60	mappable	NA	NA	NA	NA	Inf	0.77815432682	0.13682476	Inf	87307162	87307270	87329896	87332293	NA	missing	1342260.47	NA	1.6594000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	87332294	105757978	CTX	18425686	252883	2.96483474	251846	12678	64709	mappable	0.33776461	3	NA	0.269429810035	0.00007291287	0.40234385834	0.08286647	0.08293938	87332294	87340087	105757928	105757978	0.95419831	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	105757979	105764178	DEL	6200	86	3.32433680	71	0	26	mappable	NA	NA	NA	0.474610878261	0.06666666667	0.55245432682	0.15875470	0.22542136	105757979	105757994	105764172	105764178	NA	missing	1145615.46	NA	1.4337000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	105764179	118409965	CTX	12645788	173613	2.96483474	172829	7863	43102	mappable	0.33683421	3	NA	0.267012088310	0.00011564705	0.40764879555	0.08477395	0.08488959	105764179	105764228	118409923	118409965	0.93541978	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	118409966	118420066	NA	10101	179	3.29103464	179	1	34	mappable	0.09909910	NA	NA	0.030617459507	1.00000000000	0.53835432682	0.15035095	1.15035095	118409966	118410008	118419998	118420066	NA	missing	1051628.00	57.7921694	1.4196000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	118420067	121330004	NA	2909938	35879	2.96483474	35732	1575	8905	mappable	0.33627500	3	NA	0.268687478055	0.00058072009	0.41885432682	0.09314214	0.09372286	118420067	118420135	121329978	121330004	0.91533030	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	121330005	123614971	NA	2284968	22705	3.09211372	22583	714	5442	mappable	0.34065417	9	NA	0.271528961984	0.00119617225	0.45267666551	0.09468019	0.09587636	121330005	121330031	123614883	123614971	0.95619665	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
12	123614972	123700586	DEL	85615	956	1.06569423	955	0	270	mappable	NA	NA	NA	0.217232646122	1.00000000000	0.40384567318	0.12205857	1.12205857	123614972	123614986	123699811	123700586	NA	missing	357669.15	NA	0.4774000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEL
12	123700587	124270008	DEL	569422	5221	3.09211372	5204	9	1307	mappable	0.28928977	9	NA	0.262542340000	0.03846153846	0.48795432682	0.10460722	0.14306876	123700587	123710364	124269977	124270039	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	124270008	124280103	NA	10096	157	3.37228247	157	0	40	mappable	NA	NA	NA	NA	Inf	0.57275432682	0.15035903	Inf	124269977	124270039	124279972	124280103	NA	missing	1030684.00	NA	1.4540000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	124280104	125999988	NA	1719885	26545	2.96483474	26358	1449	6029	mappable	0.33549437	3	NA	0.267118360408	0.00061124694	0.39675432682	0.09655361	0.09716486	124280104	124280235	125999946	125999988	0.93883624	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	125999989	126002458	NA	2470	55	3.09211372	52	7	13	mappable	0.25320350	9	NA	0.248095727972	0.10000000000	0.50315432682	0.17745764	0.27745764	125999989	126000031	126002403	126002458	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
12	126002459	132910005	CTX	6907547	117834	3.09211372	117002	6690	27750	mappable	0.35615000	9	NA	0.284243360408	0.00013294337	0.46425432682	0.08802917	0.08816211	126002459	126002464	132909988	132910005	0.94509443	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
12	132910006	133710000	NA	799996	9492	2.96483474	9383	197	2026	mappable	0.34840765	3	NA	0.276435878184	0.00326797386	0.41118053837	0.10199069	0.10525866	132910006	132910023	133709997	133710003	0.93781692	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
12	133710000	133819926	NA	109927	1364	3.55036639	1363	2	343	mappable	0.13552610	NA	edge	0.073565635813	0.33333333333	0.64815432682	0.11943018	0.45276351	133709997	133710003	133819926	133819926	NA	missing	1115696.49	67.4922434	1.5294000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
13	19450038	114959992	NA	95509961	1367088	2.02648247	1361665	63763	349580	mappable	0.06845000	1	edge	0.000463961064	0.00001445379	0.00748820342	0.07544565	0.07546011	19450038	19450038	114959965	114960019	0.17605983	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
13	114959992	115099984	NA	139993	2303	2.16958046	2273	87	573	mappable	0.06600000	8	edge	0.003456639592	0.00854700855	0.12845432682	0.11699331	0.12554031	114959965	114960019	115099984	115099984	0.25964491	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
14	20330060	40380143	NA	20050087	268150	2.02648247	267085	13004	68625	mappable	0.06672258	1	edge	0.001905783436	0.00007108331	0.00994158992	0.08245007	0.08252115	20330060	20330060	40379977	40380143	0.14060743	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
14	40380144	40395008	NA	14865	143	2.25465237	143	0	29	mappable	NA	NA	NA	NA	Inf	0.09955432682	0.14430398	Inf	40380144	40380310	40389966	40400050	NA	missing	760612.00	NA	0.9808000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
14	40395008	67908946	NA	27513942	383301	2.02648247	381814	20074	97983	mappable	0.06705938	1	NA	0.000377891089	0.00004638219	0.01231631674	0.08092691	0.08097329	40389966	40400050	67908713	67908946	0.13505317	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
14	67908947	67909142	CTX	196	3	1.98398371	3	0	1	mappable	NA	NA	NA	NA	Inf	0.01504567318	0.26264954	Inf	67908947	67908982	67909137	67909142	NA	missing	677467.50	NA	0.8662000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
14	67909143	101139936	CTX	33230803	489372	2.02648247	487609	23282	122400	mappable	0.06947500	1	NA	0.000573757163	0.00003992972	0.03480212522	0.08004477	0.08008470	67909143	67909148	101139846	101140026	0.17401955	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
14	101139936	107259908	NA	6119975	79989	2.16958046	79241	4120	18393	mappable	0.06845000	8	edge	0.002025449999	0.00020546538	0.04628700506	0.08871109	0.08891656	101139846	101140026	107259908	107259908	0.21448748	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
15	20850000	20859924	NA	9925	165	1.92706299	127	0	40	mappable	NA	NA	edge	0.157579114248	0.02631578947	0.03914567318	0.15063813	0.17695391	20850000	20850000	20859924	20859924	NA	missing	2722290.00	NA	0.8421000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
15	22480079	23069956	NA	589878	4054	2.02648247	4010	229	1014	mappable	0.07594194	1	self	0.010243360408	0.00366300366	0.02544567318	0.10432937	0.10799237	22480079	22480079	23069956	23069956	0.15802336	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	23710146	24329926	NA	619781	10374	2.02648247	10315	747	2581	mappable	0.06720000	1	NA	0.001143360408	0.00124069479	0.00634567318	0.10394255	0.10518324	23710146	23710146	24329926	24329926	0.16267081	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	24329927	24830091	NA	500165	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.10564099	Inf	24329927	24329927	24830091	24830091	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
15	24830092	25334959	NA	504868	7886	2.02648247	7847	670	1881	mappable	0.06572671	1	NA	0.001931639592	0.00141043724	0.00134567318	0.10556571	0.10697614	24830092	24830092	25329895	25334959	0.10637275	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	25334960	25434990	NA	100031	1232	1.92355540	1230	49	324	mappable	0.07055714	4	NA	0.002075503265	0.01960784314	0.06834567318	0.12040876	0.14001660	25334960	25340024	25419968	25434990	0.15061615	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
15	25434991	25500007	NA	65017	925	2.16958046	925	7	216	mappable	0.06902719	8	NA	0.000545548737	0.14285714286	0.05335432682	0.12508968	0.26794682	25434991	25450013	25489998	25500007	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
15	25500008	28529988	NA	3029981	47392	2.02648247	47199	2361	11731	mappable	0.06947500	1	self	0.001443360408	0.00039154268	0.01224567318	0.09288985	0.09328139	25500008	25510017	28529988	28529988	0.16630762	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	29100034	30369914	NA	1269881	18293	2.02648247	18241	1179	4456	mappable	0.06918571	1	self	0.001898915964	0.00081234768	0.00674567318	0.09863751	0.09944986	29100034	29100034	30369914	30369914	0.13763966	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	31160110	39299910	NA	8139801	106803	2.02648247	106343	5718	27142	mappable	0.06763333	1	NA	0.000031639592	0.00016186468	0.00234567318	0.08712106	0.08728292	31160110	31160110	39299818	39300002	0.16512840	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
