#chromosome	start	end	crest	length	tcnNbrOfLoci	tcnMean	tcnNbrOfSNPs	tcnNbrOfHets	dhNbrOfLoci	map	dhMax	cluster	neighbour	distDH	errorSNP	distTcn	errorLength	totalError	minStart	maxStart	minStop	maxStop	area	peaks	meanCovT	meanCovB	tcnMeanRaw	AF	BAF	dhMean	c1Mean	c2Mean	A	B	genotype	TCN	CNA.type
3	142569925	197779892	NA	55209997	762416	2.9962893	759210	41527	52	mappable	0.31505000	8	edge	0.00052481377	0.000022354861	0.0054630656	0.07776526	0.07778761	142569925	142570043	197779892	197779892	0.88574707	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
4	50084	8939952	NA	8889881	146074	2.9962893	144898	7933	89	mappable	0.29814521	8	edge	0.01383847573	0.000109793588	0.0176268022	0.08664110	0.08675089	50084	50084	8939952	8939952	0.81487383	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
4	9800043	40349979	NA	30549949	476020	2.9962893	474178	26065	61	mappable	0.30219849	8	self	0.01032152522	0.000035833303	0.0032373518	0.08043542	0.08047126	9800043	9800043	40349954	40349979	0.87864761	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
4	40349980	49089961	NA	8739986	123539	3.0681339	123074	6536	17	mappable	0.30669559	2	NA	0.00781331133	0.000142836738	0.0246570005	0.08673328	0.08687612	40349980	40350005	49089961	49089961	0.88474372	2	814707.9	52.743886	0.9483735	27.71155	0.6604984	0.32099671	1.0416365	2.0264974	2	1	2:1	3	TCNneutral
4	52680564	190530007	NA	137849496	1914447	3.0681339	1906751	101186	213	mappable	0.29878697	2	NA	0.01375064811	0.000009184592	0.0164216195	0.07396855	0.07397773	52680564	52680564	190529988	190530026	0.86239273	2	814707.9	52.743886	0.9483735	27.71155	0.6604984	0.32099671	1.0416365	2.0264974	2	1	2:1	3	TCNneutral
4	190530007	190939997	NA	409991	8257	2.9962893	7791	192	31	mappable	0.31468971	8	edge	0.00588668867	0.001522070015	0.0200570005	0.10726603	0.10878810	190529988	190530026	190939997	190939997	0.81066331	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
5	50017	18920000	NA	18869994	298482	2.9962893	296889	15604	94	mappable	0.31505000	8	edge	0.00272617667	0.000058149677	0.0253783725	0.08274861	0.08280676	50017	50017	18919957	18920000	0.85832801	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
5	18920001	46399990	NA	27479995	391631	3.0681339	390050	21499	39	mappable	0.31665000	2	NA	0.00246168867	0.000043327556	0.0214570005	0.08093274	0.08097607	18920001	18920044	46399990	46399990	0.86203137	2	814707.9	52.743886	0.9483735	27.71155	0.6604984	0.32099671	1.0416365	2.0264974	2	1	2:1	3	TCNneutral
5	49470005	68829703	NA	19359707	256861	2.9962893	255814	14868	15	mappable	0.31403636	8	self	0.00246168867	0.000062833805	0.0055570005	0.08262225	0.08268509	49470005	49470005	68829703	68829703	0.89341616	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
5	70750153	180689979	NA	109939883	1531543	2.9962893	1525762	76049	20	mappable	0.31505000	8	edge	0.00246168867	0.000012220606	0.0153570005	0.07487233	0.07488455	70750153	70750153	180689979	180689979	0.89575128	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
6	201976	32439982	NA	32238028	481985	2.9962893	478906	29273	22	mappable	0.31288788	8	edge	0.00246168867	0.000030910946	0.0245429995	0.08018520	0.08021611	201976	201976	32429961	32439982	0.88063799	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
6	32439983	32534986	NA	95004	2856	3.6286932	2198	223	81	mappable	0.16813056	NA	identical	0.14792290037	0.001135073780	0.1771570005	0.12095042	0.12208550	32439983	32450004	32519968	32550004	0.67181026	2	1398520.8	83.373358	1.1075000	40.73461	0.6033806	0.20676126	1.4392100	2.1894832	2	sub	2:sub	sub	NA
6	32534986	58019982	NA	25485008	376062	2.9962893	371201	20828	158	mappable	0.31162500	8	self	0.00133868851	0.000038927167	0.0018058132	0.08129042	0.08132935	32519968	32550004	58019982	58019982	0.90592408	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
6	58610011	58769997	NA	159987	572	3.7058409	571	18	0	mappable	0.34783049	NA	NA	0.03343607892	0.052631578947	0.1990570005	0.11568989	0.16832147	58610011	58610011	58769997	58769997	NA	missing	806686.4	53.617107	1.1294000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
6	61890002	62114958	NA	224957	2816	3.1768833	2797	100	0	mappable	0.32629355	3	NA	0.01304888674	0.008403361345	0.0619570005	0.11249043	0.12089379	61890002	61890002	62049917	62114958	0.32878300	1	809370.4	52.767139	0.9792443	NA	NA	0.00000000	1.5884417	1.5884417	sub	sub	sub:sub	sub	TCNneutral
6	62259990	170899935	NA	108639986	1535844	2.9962893	1529540	79560	342	mappable	0.31505000	8	edge	0.00018830596	0.000011646460	0.0031307131	0.07492045	0.07493210	62259990	62260006	170899935	170899935	0.89255993	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
7	40386	44931175	NA	44890823	681785	4.0498782	678700	37879	57	mappable	0.06095435	4	edge	0.25098831133	0.000024411679	0.3018040021	0.07867846	0.07870287	40386	40386	44931066	44931175	0.13369918	1	1069187.6	54.865443	1.2270622	NA	NA	0.00000000	2.0249391	2.0249391	2	2	2:2	4	DUP
7	44931176	44931176	ITX	1	0	0.0000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.9303429995	Inf	Inf	44931176	44931176	44931176	44931176	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.0000000	0.0000000	0	0	NA	0	HomoDel
7	44931177	57999988	NA	13068824	174129	3.9315304	173398	10038	19	mappable	0.06213397	1	NA	0.25081608910	0.000092859133	0.2704570005	0.08460371	0.08469657	44931177	44931217	57999988	57999988	0.11977433	1	1075631.7	55.251535	1.1934667	NA	NA	0.00000000	1.9657652	1.9657652	2	2	2:2	4	DUP
7	61835088	70558713	NA	8723630	86183	4.5696136	85434	4401	21	mappable	0.06209787	NA	NA	0.25098831133	0.000194174757	0.4442570005	0.08674345	0.08693762	61835088	61870177	70558488	70558713	0.15463155	1	1069394.0	55.027070	1.3746000	NA	NA	0.00000000	2.2848068	2.2848068	2	2	2:2	4	DUP
7	70558714	70558716	ITX	3	0	0.0000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.9303429995	1.26185951	Inf	70558714	70558714	70558716	70558716	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.0000000	0.0000000	0	0	NA	0	HomoDel
7	70558717	72229988	NA	1671273	22873	4.8697500	22763	1219	0	mappable	0.06038929	NA	NA	0.24940168342	0.000752445448	0.5294570005	0.09674681	0.09749926	70558717	70558726	72229988	72229988	0.14193550	1	1049612.6	53.925050	1.4598000	NA	NA	0.00000000	2.4348750	2.4348750	sub	sub	sub:sub	sub	DUP
7	72750118	74139961	NA	1389844	10253	4.5808864	10183	413	5	mappable	0.06105000	NA	NA	0.25118831133	0.002070393375	0.4474570005	0.09800803	0.10007842	72750118	72750118	74139961	74139961	0.12265502	1	1071532.2	54.842200	1.3778000	NA	NA	0.00000000	2.2904432	2.2904432	2	2	2:2	4	DUP
7	75160045	76059952	NA	899908	8433	4.4406818	8375	445	5	mappable	0.06038738	NA	NA	0.25118831133	0.001988071571	0.4076570005	0.10111521	0.10310328	75160045	75160045	76059952	76059952	0.14702955	1	1065556.0	54.771571	1.3380000	NA	NA	0.00000000	2.2203409	2.2203409	2	2	2:2	4	DUP
7	76810004	155520023	NA	78710056	1026067	4.0498782	1021561	51437	85	mappable	0.06160000	4	NA	0.25098831133	0.000017875337	0.2925913610	0.07624844	0.07626632	76810004	76810004	155519989	155520057	0.13509189	1	1069187.6	54.865443	1.2270622	NA	NA	0.00000000	2.0249391	2.0249391	2	2	2:2	4	DUP
7	155520023	159119808	NA	3599786	64689	3.9315304	63942	3195	103	mappable	0.06027778	1	edge	0.25018028241	0.000253678336	0.2618367080	0.09182956	0.09208324	155519989	155520057	159119808	159119808	0.18765691	1	1075631.7	55.251535	1.1934667	NA	NA	0.00000000	1.9657652	1.9657652	2	2	2:2	4	DUP
8	170012	6919904	NA	6749910	193876	2.9962893	192546	11341	99	mappable	0.30715833	8	edge	0.00532272455	0.000078920369	0.0003190376	0.08815840	0.08823732	170012	170012	6919904	6919904	0.86722890	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
8	8100000	11859985	NA	3759992	79396	2.9962893	79173	3575	2	mappable	0.31844516	8	self	0.00588668867	0.000263296472	0.0047570005	0.09156546	0.09182875	8100000	8100000	11859985	11859985	0.91059391	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
8	12580042	43789991	NA	31209977	518659	2.9962893	516700	26025	18	mappable	0.31353302	8	self	0.00246168867	0.000035734706	0.0117570005	0.08033579	0.08037153	12580042	12580042	43789991	43789991	0.86519195	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
8	46880007	145090078	NA	98210099	1377036	2.9962893	1371543	69579	180	mappable	0.31505000	8	self	0.00161257849	0.000013320546	0.0044525905	0.07533136	0.07534468	46880007	46880007	145089995	145090078	0.90506627	2	814730.2	53.111475	0.9279789	28.32135	0.6657157	0.33143130	1.0016126	1.9946767	2	1	2:1	3	TCNneutral
8	145510002	146289988	NA	779988	10487	3.1768833	10430	248	5	mappable	0.30051620	3	edge	0.00781331133	0.003278688525	0.0571570005	0.10218109	0.10545978	145510002	145510055	146289988	146289988	0.92098681	2	809370.4	52.767139	0.9792443	26.66211	0.6649977	0.32999537	1.0642633	2.1126201	2	1	2:1	3	TCNneutral
9	200101	38769828	NA	38569758	646135	4.0498782	643597	34949	31	mappable	0.06177222	4	edge	0.25098831133	0.000026675914	0.2886333435	0.07936203	0.07938871	200101	200101	38769828	38769828	0.11866453	1	1069187.6	54.865443	1.2270622	NA	NA	0.00000000	2.0249391	2.0249391	2	2	2:2	4	DUP
9	66840048	66849972	NA	9925	540	5.3157273	507	0	4	mappable	NA	NA	NA	0.25675433697	0.030303030303	0.6560570005	0.15063813	0.18094116	66840048	66840048	66849972	66849972	NA	missing	2093333.3	NA	1.5864000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
9	68410004	68419976	NA	9973	1130	3.7047841	1057	0	20	mappable	NA	NA	NA	0.05282808995	0.013698630137	0.1987570005	0.15055919	0.16425782	68410004	68410004	68419976	68419976	NA	missing	6605666.0	NA	1.1291000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
9	71030093	92249979	NA	21219898	292374	4.0498782	291254	15509	16	mappable	0.06177222	4	NA	0.25098831133	0.000060135907	0.2975570005	0.08217293	0.08223307	71030093	71030093	92249945	92249979	0.12640597	1	1069187.6	54.865443	1.2270622	NA	NA	0.00000000	2.0249391	2.0249391	2	2	2:2	4	DUP
9	92850041	115590002	NA	22739976	310208	4.0498782	309031	16329	17	mappable	0.06160000	4	NA	0.25098831133	0.000057123272	0.2829570005	0.08183732	0.08189445	92850041	92850087	115589987	115590002	0.11431395	1	1069187.6	54.865443	1.2270622	NA	NA	0.00000000	2.0249391	2.0249391	2	2	2:2	4	DUP
9	115590003	133020011	NA	17430023	236570	3.9315304	235393	12266	21	mappable	0.06179853	1	NA	0.25098831133	0.000074399226	0.2709570005	0.08314255	0.08321695	115590003	115590018	133019998	133020011	0.13290063	1	1075631.7	55.251535	1.1934667	NA	NA	0.00000000	1.9657652	1.9657652	2	2	2:2	4	DUP
9	133380026	139976389	NA	6596365	100858	3.9315304	100069	5151	67	mappable	0.06019569	1	NA	0.25098831133	0.000168378515	0.2639570005	0.08828759	0.08845597	133380026	133380104	139976370	139976389	0.14554667	1	1075631.7	55.251535	1.1934667	NA	NA	0.00000000	1.9657652	1.9657652	2	2	2:2	4	DUP
9	139976390	139976390	ITX	1	0	0.0000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.9303429995	Inf	Inf	139976390	139976390	139976390	139976390	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.0000000	0.0000000	0	0	NA	0	HomoDel
9	139976391	141019791	ITX	1043401	13713	4.0498782	13496	484	20	mappable	0.05993902	4	edge	0.25098831133	0.001426533524	0.2976570005	0.10003570	0.10146223	139976391	139976392	141019791	141019791	0.12685625	1	1069187.6	54.865443	1.2270622	NA	NA	0.00000000	2.0249391	2.0249391	2	2	2:2	4	DUP
X	2700027	18150114	NA	15450088	147477	1.0157443	147477	182	41	mappable	0.29107500	NA	NA	NA	NA	NA	NA	NA	2700027	2700027	18149963	18150265	0.06959690	1	279904.0	13.893784	0.6541000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	18150114	18560023	NA	409910	3191	1.1841307	3191	1	0	mappable	0.38095238	NA	NA	NA	NA	NA	NA	NA	18149963	18150265	18559945	18560101	NA	missing	284334.0	8.800813	0.7497000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	18560023	23725051	NA	5165029	50348	1.0377614	50348	33	6	mappable	0.13537353	NA	NA	NA	NA	NA	NA	NA	18559945	18560101	23719957	23725051	NA	missing	282373.2	12.549919	0.6666000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	23725052	24175153	NA	450102	2242	1.1712727	2242	1	1	mappable	0.62500000	NA	NA	NA	NA	NA	NA	NA	23725052	23730146	24169848	24180458	NA	missing	280388.5	5.257284	0.7424000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	24175153	40730009	NA	16554857	164969	1.0201477	164969	119	21	mappable	0.13695000	NA	NA	NA	NA	NA	NA	NA	24169848	24180458	40729977	40730009	0.25278002	1	280880.8	12.212208	0.6566000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	40730010	40939936	NA	209927	1595	1.2191818	1595	5	0	mappable	0.29617955	NA	NA	NA	NA	NA	NA	NA	40730010	40730042	40939815	40940057	NA	missing	288890.9	18.571558	0.7696000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	40939936	44210028	NA	3270093	27494	1.0175057	27494	17	3	mappable	0.15433929	NA	NA	NA	NA	NA	NA	NA	40939815	40940057	44209840	44210028	NA	missing	280690.0	11.695415	0.6551000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	44210029	44790039	NA	580011	3771	1.2260511	3771	4	1	mappable	0.10616461	NA	NA	NA	NA	NA	NA	NA	44210029	44210217	44789891	44790187	NA	missing	278133.1	8.401937	0.7735000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	44790039	47119911	NA	2329873	19400	1.0293068	19400	16	3	mappable	0.34587500	NA	NA	NA	NA	NA	NA	NA	44789891	44790187	47109799	47130023	NA	missing	280237.4	17.924277	0.6618000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	47119911	47449788	NA	329878	2210	1.1733864	2210	3	1	mappable	0.43987081	NA	NA	NA	NA	NA	NA	NA	47109799	47130023	47449572	47449788	NA	missing	280089.8	7.842515	0.7436000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	47449789	58319974	NA	10870186	64803	1.0557273	64803	70	15	mappable	0.21898690	NA	NA	NA	NA	NA	NA	NA	47449789	47450005	58319857	58319974	0.34903307	1	282241.0	11.538913	0.6768000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	58319975	58499983	NA	180009	3233	1.3364886	3233	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	58319975	58320092	58499983	58499983	NA	missing	279055.2	NA	0.8362000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	61750000	61919999	NA	170000	3403	1.5128011	3403	2	1	mappable	0.42352941	NA	NA	NA	NA	NA	NA	NA	61750000	61750000	61919994	61920004	NA	missing	275710.3	19.624086	0.9363000	NA	NA	NA	NA	NA	2	NA	2	2	TCNneutral
X	61919999	62050008	NA	130010	2331	1.1858920	2331	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	61919994	61920004	62049973	62050008	NA	missing	289277.1	NA	0.7507000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	62050009	65300027	NA	3250019	28522	1.0317727	28522	18	3	mappable	0.26367500	NA	NA	NA	NA	NA	NA	NA	62050009	62050044	65299864	65300027	NA	missing	279932.6	11.508339	0.6632000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	65300028	65309976	NA	9949	124	1.1871250	124	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	65300028	65300191	65309946	65310006	NA	missing	300131.7	NA	0.7514000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	65309976	69909976	NA	4600001	41166	1.0347670	41166	37	3	mappable	0.09907500	NA	NA	NA	NA	NA	NA	NA	65309946	65310006	69909827	69909976	0.21188745	1	281199.5	13.448672	0.6649000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	69909977	70249937	NA	339961	2308	1.2191818	2308	4	1	mappable	0.72410588	NA	NA	NA	NA	NA	NA	NA	69909977	69910126	70249869	70250005	NA	missing	283794.8	5.579248	0.7696000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	70249937	75109986	NA	4860050	30416	1.0518523	30416	36	6	mappable	0.06028806	NA	NA	NA	NA	NA	NA	NA	70249869	70250005	75109964	75109986	0.42338567	2	281493.1	12.350509	0.6746000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	75109987	75239980	NA	129994	1080	1.1712727	1080	0	1	mappable	NA	NA	NA	NA	NA	NA	NA	NA	75109987	75110009	75239957	75240003	NA	missing	292834.5	NA	0.7424000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	75239980	88459980	NA	13220001	136478	1.0460398	136478	105	17	mappable	0.09585000	NA	NA	NA	NA	NA	NA	NA	75239957	75240003	88459980	88459980	0.27748591	1	281520.8	12.512035	0.6713000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	88990017	89349936	NA	359920	1090	0.9976023	1090	1	0	mappable	0.22727273	NA	NA	NA	NA	NA	NA	NA	88990017	88990017	89349936	89349936	NA	missing	272275.9	10.519752	0.6438000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	89349937	90140198	NA	790262	0	0.0000000	0	0	NA	mappable	NA	NA	NA	NA	NA	NA	NA	NA	89349937	89349937	90140198	90140198	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.0000000	0.0000000	0	0	0	0	HomoDel
X	90140199	91529952	NA	1389754	5102	1.0442784	5102	1	0	mappable	0.61538462	NA	NA	NA	NA	NA	NA	NA	90140199	90140199	91529952	91529952	NA	missing	283852.0	22.926509	0.6703000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	91529953	92379999	NA	850047	0	0.0000000	0	0	NA	mappable	NA	NA	NA	NA	NA	NA	NA	NA	91529953	91529953	92379999	92379999	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.0000000	0.0000000	0	0	0	0	HomoDel
X	92380000	114720014	NA	22340015	199147	1.0201477	199147	202	34	mappable	0.09927500	NA	NA	NA	NA	NA	NA	NA	92380000	92380000	114719982	114720046	0.13469763	1	280156.3	13.024506	0.6566000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	114720014	114949978	NA	229965	1657	1.1492557	1657	0	1	mappable	NA	NA	NA	NA	NA	NA	NA	NA	114719982	114720046	114889903	115010053	NA	missing	276610.9	NA	0.7299000	NA	NA	NA	NA	NA	1	NA	1	1	NA
X	114949978	154929639	NA	39979662	366289	1.0185625	366289	415	85	mappable	0.07872500	NA	NA	NA	NA	NA	NA	NA	114889903	115010053	154929639	154929639	0.22309001	1	281096.2	12.493163	0.6557000	NA	NA	NA	NA	NA	1	NA	1	1	NA
Y	2653090	2919837	NA	266748	293	2.1896932	293	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	2653090	2653090	2919837	2919837	NA	missing	532248.3	NA	1.3206000	NA	NA	NA	NA	NA	2	NA	2	2	NA
Y	3712028	3719919	NA	7892	141	1.3976080	141	118	1	mappable	0.32378225	NA	NA	NA	NA	NA	NA	NA	3712028	3712028	3719919	3719919	0.97986526	2	770234.3	26.130796	0.8709000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
Y	6420014	10029994	NA	3609981	4785	2.0325795	4785	31	2	mappable	0.07890868	NA	NA	NA	NA	NA	NA	NA	6420014	6420014	10029985	10029994	0.05792989	1	533966.0	27.202042	1.2314000	NA	NA	NA	NA	NA	2	NA	2	2	NA
Y	10029995	10069977	NA	39983	1291	2.5000455	1291	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	10029995	10030004	10069977	10069977	NA	missing	565126.8	NA	1.4968000	NA	NA	NA	NA	NA	3	NA	3	3	DUP
Y	13130467	19558992	NA	6428526	11926	2.1734886	11926	195	25	mappable	0.23344362	NA	NA	NA	NA	NA	NA	NA	13130467	13130467	19558992	19558992	0.43065191	2	601848.0	24.399243	1.3114000	NA	NA	NA	NA	NA	2	NA	2	2	NA
Y	20802956	23808171	NA	3005216	2842	2.0838352	2842	7	0	mappable	0.18627217	NA	NA	NA	NA	NA	NA	NA	20802956	20802956	23808171	23808171	NA	missing	528749.0	26.675624	1.2605000	NA	NA	NA	NA	NA	2	NA	2	2	NA
Y	24381338	24508205	NA	126868	228	2.1271648	228	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	24381338	24381338	24508205	24508205	NA	missing	529068.0	NA	1.2851000	NA	NA	NA	NA	NA	2	NA	2	2	NA
Y	28780461	28789809	NA	9349	78	2.0797841	78	7	1	mappable	0.16240844	NA	NA	NA	NA	NA	NA	NA	28780461	28780461	28789809	28789809	NA	missing	823405.7	34.905242	1.2582000	NA	NA	NA	NA	NA	2	NA	2	2	NA
